"","non_treatment_1","non_treatment_2","non_treatment_3","control_1","control_2","control_3","siSOX10_1","siSOX10_2","siSOX10_3","siSOX10_control_1","siSOX10_control_2","siSOX10_control_3"
"ENSG00000306983.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000150681.10",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000285280.3",0,0,0,0,1,2,6,9,3,7,8,7
"ENSG00000226723.2",8,2,10,6,8,10,4,2,10,8,19,13
"ENSG00000236792.1",0,1,3,5,1,2,1,4,1,1,3,8
"ENSG00000253148.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000236069.3",0,1,0,2,0,1,4,4,18,0,15,6
"ENSG00000296374.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000090104.13",4,12,5,3,16,24,2,7,24,9,2,41
"ENSG00000289995.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000127074.16",0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000231767.5",24,29,40,44,28,26,9,23,19,29,29,44
"ENSG00000283795.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000296235.1",0,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000228687.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000226814.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000116741.8",383,302,446,399,299,480,2208,2254,3357,1336,1036,1270
"ENSG00000296334.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000296296.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000223075.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000296356.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000296316.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000306497.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000306525.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234473.1",0,0,0,0,0,0,0,0,2,0,0,3
"ENSG00000116750.15",1525,1194,1593,1399,1376,1613,1648,1492,1462,2065,1374,1920
"ENSG00000238754.1",5,1,3,0,0,1,2,1,4,3,5,2
"ENSG00000116747.14",2485,1892,2862,2178,2067,2458,2623,3005,3148,3733,2363,3040
"ENSG00000023572.10",379,295,296,504,480,280,222,300,253,429,267,261
"ENSG00000306457.1",0,0,0,0,0,0,0,0,0,0,1,2
"ENSG00000306475.1",0,0,0,6,0,4,0,0,0,0,0,0
"ENSG00000134371.16",1186,981,1331,1248,1307,1313,1653,1558,1878,2072,1560,2420
"ENSG00000308280.1",0,0,0,0,0,0,0,0,0,0,2,0
"ENSG00000221680.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000162630.7",2,0,22,0,2,4,6,12,11,3,12,1
"ENSG00000276735.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232077.3",0,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000286285.2",0,0,0,0,0,0,0,0,0,0,2,0
"ENSG00000299985.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000227240.3",0,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000226640.3",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000237011.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000305581.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000237213.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000295802.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000303114.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000233057.1",5,6,8,1,5,8,1,4,3,0,6,5
"ENSG00000294997.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231714.1",0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000251813.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000302795.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000309086.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000228167.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000285718.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000296695.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000287364.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000295216.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000227421.3",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000296140.1",0,0,1,0,0,2,0,0,0,0,0,1
"ENSG00000162687.19",0,0,0,0,0,0,2,0,0,1,0,6
"ENSG00000265986.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000000971.18",8,4,7,11,9,1,45,54,13,67,52,32
"ENSG00000289697.1",0,0,0,1,1,0,3,2,0,0,5,2
"ENSG00000116785.16",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000244414.9",1,0,4,3,2,1,5,6,5,6,3,3
"ENSG00000285986.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000304869.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000134365.16",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000080910.15",0,0,0,0,0,0,0,2,0,0,1,0
"ENSG00000273844.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000134389.12",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000143278.6",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000066279.20",640,413,941,542,456,780,1290,1323,992,1424,1012,982
"ENSG00000300054.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000235748.1",6,0,7,0,5,1,5,1,2,0,3,6
"ENSG00000177888.9",353,209,366,207,213,302,404,438,666,389,263,251
"ENSG00000290127.2",2,2,5,10,5,5,8,4,3,1,3,2
"ENSG00000237861.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000134376.18",0,0,0,6,6,0,8,0,9,4,6,0
"ENSG00000221879.3",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000230260.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000213047.14",298,213,257,230,235,182,197,200,256,441,356,518
"ENSG00000207139.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000213046.4",0,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000235582.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000233040.2",0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000224901.1",0,0,2,0,0,0,0,0,0,0,0,0
"ENSG00000203724.12",68,49,46,42,62,30,62,37,77,36,14,55
"ENSG00000143355.16",14,14,43,35,43,9,47,14,8,49,26,13
"ENSG00000306070.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000302490.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000151414.16",1617,1226,1390,1155,1254,1109,653,856,911,1235,960,1343
"ENSG00000294783.1",0,0,9,2,2,0,5,0,0,0,0,0
"ENSG00000232824.1",0,0,1,0,2,0,0,0,0,0,0,0
"ENSG00000303141.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000287989.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000151418.12",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000223881.3",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000081237.23",0,0,2,9,1,0,1,0,0,0,5,0
"ENSG00000261573.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000236278.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000229989.7",78,27,27,36,52,23,15,49,23,26,30,31
"ENSG00000304943.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000304925.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000207975.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000207759.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000227747.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225172.6",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000233410.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000235492.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000286541.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231718.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000298658.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000228190.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000236468.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000306340.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231984.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000307350.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000301535.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000228530.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000200139.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000229747.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000290125.2",4,0,0,0,0,0,0,1,0,0,1,0
"ENSG00000202491.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000202329.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000116833.15",0,0,0,0,6,7,11,2,12,32,19,77
"ENSG00000252860.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000305176.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000229220.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000233827.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000203721.9",0,11,1,0,1,19,0,2,0,1,8,0
"ENSG00000273093.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000213045.3",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000230623.9",0,1,0,4,0,0,0,0,0,1,0,0
"ENSG00000162702.9",1239,756,1047,1100,939,1043,1096,1090,1121,1266,1011,1210
"ENSG00000282849.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000118193.13",335,237,476,259,261,431,688,718,687,538,472,452
"ENSG00000118197.15",411,298,500,489,392,338,602,562,720,914,747,954
"ENSG00000260088.2",0,0,0,0,0,0,2,0,0,0,2,0
"ENSG00000118200.17",409,366,489,371,466,382,330,465,398,345,254,251
"ENSG00000231333.2",0,0,0,4,0,0,1,3,0,0,3,5
"ENSG00000170128.5",0,0,0,0,0,0,4,3,0,0,0,0
"ENSG00000304314.1",0,0,0,0,2,0,21,17,11,35,19,31
"ENSG00000163362.12",35,42,34,51,74,45,206,125,145,213,219,134
"ENSG00000293444.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000233217.3",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000201032.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000116852.15",14,14,27,29,24,23,39,64,113,75,95,111
"ENSG00000234132.3",5,0,4,4,2,11,0,9,0,14,22,9
"ENSG00000081248.13",0,0,0,0,0,0,0,2,0,11,2,0
"ENSG00000309774.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232237.5",0,0,0,0,0,0,0,0,0,0,1,1
"ENSG00000116857.18",3685,2497,4142,3934,3165,3545,4818,4955,4716,4494,4144,6731
"ENSG00000163395.17",0,0,0,0,1,0,48,83,32,45,58,84
"ENSG00000229821.1",0,0,0,0,0,0,0,0,0,0,0,1
"ENSG00000081277.13",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000306072.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000118194.23",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000286600.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000159166.16",32,22,15,11,46,2,17,9,0,7,4,3
"ENSG00000282221.2",0,0,0,0,0,0,2,0,0,0,0,0
"ENSG00000159173.20",10,3,0,0,0,0,0,3,7,0,1,0
"ENSG00000227048.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000306690.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000174307.7",1689,1318,1863,2147,2074,1679,1296,1271,657,1371,1130,1284
"ENSG00000224818.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000310095.1",1,0,1,6,1,0,4,0,1,2,0,0
"ENSG00000159176.15",9542,7153,7855,10235,10454,7255,9129,9784,10796,9329,8166,16753
"ENSG00000224536.3",67,34,57,78,60,46,43,74,67,57,79,63
"ENSG00000223396.5",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000134369.18",530,426,1373,632,537,1035,772,583,620,834,679,1119
"ENSG00000310071.1",0,0,0,0,0,0,3,0,0,0,1,0
"ENSG00000236390.1",0,0,0,0,0,0,3,0,0,0,0,2
"ENSG00000231871.5",1,2,1,2,0,1,0,1,0,0,1,2
"ENSG00000264802.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000235121.2",0,1,3,9,0,2,5,2,2,4,3,1
"ENSG00000200942.1",0,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000221028.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000198700.11",4011,2535,3752,3505,3894,2986,3453,3978,3271,3605,3112,3980
"ENSG00000277681.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000198892.8",590,506,822,664,667,806,847,939,905,849,801,1021
"ENSG00000223774.6",0,0,0,2,0,0,0,1,0,0,0,0
"ENSG00000163431.15",7,9,0,1,0,4,18,24,1,31,4,7
"ENSG00000308569.1",0,0,0,0,0,0,2,2,2,0,0,5
"ENSG00000308011.1",0,0,0,0,0,6,0,0,0,0,0,0
"ENSG00000134375.12",3202,2137,3015,3199,2960,3387,2376,2517,2613,2812,2131,2753
"ENSG00000206637.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000238003.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000176393.12",1916,1357,2327,1810,1965,2424,2415,2222,2204,2368,1867,2807
"ENSG00000234678.3",18,7,20,12,17,3,25,20,14,9,3,10
"ENSG00000275207.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000163435.16",0,0,0,0,0,0,1,4,0,19,0,18
"ENSG00000249007.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232296.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000235811.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000212512.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000294430.1",0,0,0,0,0,0,2,0,0,0,0,0
"ENSG00000227109.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000170075.10",0,0,0,3,0,0,4,3,0,0,0,0
"ENSG00000143862.9",86,88,158,121,136,164,113,105,86,96,101,184
"ENSG00000143851.18",0,0,0,2,2,0,0,0,0,0,0,0
"ENSG00000243323.8",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000293457.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000295211.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000133067.19",0,0,0,0,0,0,0,0,7,0,7,0
"ENSG00000306579.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000306556.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000077152.13",1956,1288,2457,2326,1778,2199,2191,2459,2437,2573,2170,2634
"ENSG00000077157.24",363,225,555,357,361,393,450,352,425,353,236,210
"ENSG00000229120.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000272262.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232626.4",1,0,3,0,0,0,1,3,0,5,6,2
"ENSG00000293334.1",0,0,0,0,0,0,0,0,0,3,1,1
"ENSG00000297456.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000236439.4",2,15,8,24,15,18,9,20,9,8,29,33
"ENSG00000253042.1",0,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000143858.13",0,0,0,0,5,0,1,1,7,4,0,0
"ENSG00000226862.1",0,0,0,0,0,2,0,0,1,0,0,0
"ENSG00000225620.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000296321.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000117139.19",2614,1921,2915,2222,2811,3430,4490,4002,3664,4674,3609,4416
"ENSG00000235449.2",3,4,6,1,1,4,1,0,3,1,4,4
"ENSG00000226148.1",2,0,5,3,0,0,9,0,4,5,0,2
"ENSG00000260021.1",0,0,0,0,0,0,1,0,0,0,0,0
"ENSG00000228288.11",10,5,18,30,12,19,25,21,2,17,23,20
"ENSG00000295157.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000184774.11",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000291234.2",23,17,15,37,24,37,42,23,5,22,16,16
"ENSG00000214796.10",0,0,0,0,0,1,0,4,0,0,0,0
"ENSG00000293264.2",6,4,14,4,6,11,9,13,3,10,10,6
"ENSG00000234996.5",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000183155.6",661,391,492,437,566,525,282,271,284,416,316,425
"ENSG00000117153.17",1525,1096,1851,1710,1559,1356,1478,1546,1099,1785,1685,1921
"ENSG00000230280.2",2,1,4,5,4,6,2,0,1,0,4,8
"ENSG00000199471.1",0,1,1,0,0,0,2,1,0,0,0,0
"ENSG00000159346.14",9083,6711,10462,8254,8975,9880,8674,8741,7787,9241,7286,10575
"ENSG00000307108.1",0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000159348.14",2800,2121,2971,2896,2704,3213,1772,1676,1431,1431,1269,1427
"ENSG00000234761.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000290909.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231547.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000163444.13",1954,1341,2396,1967,1740,2087,1571,1751,1489,1350,1329,1525
"ENSG00000294186.1",0,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000143847.17",71,66,89,137,119,149,117,107,98,148,161,114
"ENSG00000122180.6",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000163485.19",27,8,16,37,9,2,7,20,5,115,41,85
"ENSG00000234775.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224671.2",0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000133055.11",0,0,0,0,0,0,1,7,2,0,12,17
"ENSG00000133048.14",5,0,0,6,5,0,0,0,0,0,0,0
"ENSG00000133063.17",0,0,0,0,0,0,0,8,0,0,0,0
"ENSG00000236523.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231507.5",0,0,0,0,2,0,0,0,0,0,7,0
"ENSG00000301519.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000288925.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000301590.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000301574.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000233791.8",1,0,1,0,0,5,0,0,0,2,0,0
"ENSG00000159388.6",158,66,116,146,144,270,208,225,74,268,158,140
"ENSG00000202300.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000310209.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000298223.1",0,0,0,0,0,0,1,0,0,0,0,0
"ENSG00000122176.13",0,0,0,7,0,0,0,0,0,0,0,0
"ENSG00000229652.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000300395.1",7,2,2,28,13,0,0,0,0,0,0,0
"ENSG00000271588.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000305491.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000305518.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000188783.7",37,133,143,119,152,253,60,35,47,15,15,16
"ENSG00000188770.11",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000299070.1",0,0,0,0,0,0,0,0,0,1,3,0
"ENSG00000299041.1",1,5,3,1,2,0,0,0,6,9,5,4
"ENSG00000299099.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000307500.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000307117.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000299375.1",0,0,0,2,0,0,0,2,0,0,0,1
"ENSG00000058668.17",915,844,823,734,939,960,793,675,684,1033,653,1380
"ENSG00000299391.1",0,0,9,8,0,0,3,7,0,0,1,0
"ENSG00000236035.2",0,4,9,0,0,3,0,13,0,2,0,7
"ENSG00000294708.1",0,0,0,0,1,0,0,1,0,1,0,1
"ENSG00000221643.1",0,0,1,1,0,0,0,1,0,0,1,0
"ENSG00000122188.14",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000257315.4",0,0,0,4,0,0,4,1,0,2,0,0
"ENSG00000058673.17",1,0,2,0,2,1,1,2,2,2,0,1
"ENSG00000288644.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000227417.3",0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000223505.2",2,0,1,0,0,0,0,2,0,4,2,0
"ENSG00000297888.1",0,0,0,0,1,1,0,1,0,0,0,0
"ENSG00000182004.14",1230,1179,1474,1426,1127,1366,1063,1384,1273,1485,1485,1702
"ENSG00000299390.1",1,0,0,0,0,0,0,0,0,0,0,1
"ENSG00000236430.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232917.5",3,7,3,9,3,2,0,6,0,2,0,1
"ENSG00000237379.1",0,0,0,2,0,0,1,1,0,0,0,0
"ENSG00000286383.3",17,13,20,25,14,13,0,0,4,4,0,0
"ENSG00000176754.14",13,8,39,6,4,3,0,3,0,4,0,0
"ENSG00000143842.16",130,124,292,192,172,142,172,183,79,121,148,131
"ENSG00000261065.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000143845.15",489,412,811,459,560,635,367,412,441,358,354,735
"ENSG00000230550.3",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000143839.16",0,0,0,0,0,0,11,50,20,77,88,91
"ENSG00000225522.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000170498.11",0,0,0,0,0,0,0,0,0,0,0,2
"ENSG00000174567.9",0,0,0,0,0,0,0,0,0,3,0,0
"ENSG00000143850.18",0,0,0,0,1,8,0,0,0,1,0,0
"ENSG00000231691.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000219133.2",2,7,3,16,7,12,6,7,7,4,7,13
"ENSG00000301108.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000280924.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000226330.2",0,0,0,1,0,9,0,2,0,2,2,4
"ENSG00000237848.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000158615.10",861,643,904,773,852,815,1459,1312,1574,1199,898,1362
"ENSG00000288934.3",7,1,11,3,6,1,4,0,0,0,0,1
"ENSG00000133056.15",56,38,61,66,65,78,36,54,28,54,41,31
"ENSG00000198625.16",487,336,515,488,499,362,502,392,505,524,368,328
"ENSG00000236779.1",1,0,0,1,2,0,2,0,1,0,2,0
"ENSG00000200408.1",0,0,0,0,0,0,0,1,0,0,0,0
"ENSG00000298569.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000298590.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000240710.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000170382.13",0,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000240219.1",0,0,0,2,0,0,0,0,0,0,0,0
"ENSG00000228153.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000297724.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000297698.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000252650.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000251861.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000287197.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000163531.18",0,0,0,0,0,0,5,8,16,14,17,6
"ENSG00000229657.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000184144.13",0,4,9,0,0,0,3,2,10,0,0,0
"ENSG00000174529.7",13,11,19,12,21,24,40,11,18,32,28,39
"ENSG00000295208.1",2,9,23,12,6,12,14,14,9,25,10,26
"ENSG00000117222.15",854,612,991,738,918,700,1056,1094,688,1200,977,1103
"ENSG00000271580.1",1,1,0,3,0,0,17,3,0,2,3,17
"ENSG00000307332.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000236108.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000133059.19",1583,1102,2272,1500,1550,2254,1809,1750,1355,1562,1215,1666
"ENSG00000213041.4",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000133069.18",283,192,474,245,329,588,241,209,117,230,114,77
"ENSG00000294869.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225063.1",0,2,0,0,0,0,1,0,0,0,0,2
"ENSG00000295331.1",0,0,0,0,0,0,0,0,1,1,0,0
"ENSG00000163545.11",86,25,68,55,48,122,348,400,269,439,334,801
"ENSG00000162873.16",0,0,0,0,0,0,0,11,1,0,0,0
"ENSG00000235363.1",283,279,295,510,283,303,178,297,210,231,330,336
"ENSG00000226235.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000186007.10",59,64,92,54,50,89,134,95,30,159,117,42
"ENSG00000281406.3",102,145,191,110,99,88,138,29,71,114,84,109
"ENSG00000199059.3",0,0,0,0,0,0,1,0,0,0,0,0
"ENSG00000224717.1",0,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000117266.17",258,180,311,349,378,359,676,741,297,685,577,502
"ENSG00000295836.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000253097.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000174514.14",53,46,30,26,34,19,39,39,21,17,20,13
"ENSG00000206762.1",0,0,1,2,0,0,0,0,0,4,0,4
"ENSG00000158711.15",124,91,114,124,101,107,175,219,159,333,146,219
"ENSG00000236942.1",0,0,0,0,1,0,0,0,1,0,0,0
"ENSG00000304244.1",16,1,0,8,1,0,4,0,1,1,0,0
"ENSG00000158715.7",12,9,19,18,43,21,35,12,13,24,23,31
"ENSG00000300035.1",0,0,0,0,3,0,0,0,0,0,0,1
"ENSG00000300008.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000275213.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000069275.14",1242,1308,1908,1272,1267,2044,2234,2459,2990,2792,1995,2889
"ENSG00000201944.1",2,0,1,0,0,0,0,1,0,0,1,2
"ENSG00000117280.14",1554,1294,2100,1763,1802,1942,1389,1237,783,1136,910,1060
"ENSG00000285521.2",2,0,1,2,4,0,0,3,5,3,6,0
"ENSG00000133065.12",703,443,1025,655,649,697,1157,1128,958,892,836,1085
"ENSG00000286619.1",2,4,2,6,1,7,4,1,0,7,8,5
"ENSG00000162877.13",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000174502.20",0,0,0,0,0,0,0,0,0,29,14,35
"ENSG00000227687.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000276600.6",199,78,213,235,213,153,43,71,20,117,93,42
"ENSG00000301120.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000196188.13",0,0,1,0,6,13,0,9,18,0,0,13
"ENSG00000293455.2",0,0,3,0,0,0,0,0,0,0,0,0
"ENSG00000285417.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000263961.9",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000252692.1",0,0,0,0,0,0,0,0,0,0,0,0
